level,unit_id,unit_name,zone,terminal,ym,pilotage_moves,tug_jobs,water_supplied_mt,garbage_calls,inspections_done,findings_raised,findings_closed,detentions
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2026-01,4,8,79,2,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2026-01,6,12,0,0,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2026-01,2,4,0,1,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2026-01,4,8,224,0,1,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2026-01,2,4,40,0,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2026-01,2,4,0,0,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2026-01,2,4,0,1,1,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2026-01,6,12,142,0,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2026-01,6,12,212,2,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2026-01,2,4,0,1,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2026-01,4,8,74,1,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2026-01,6,12,0,2,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2026-01,4,8,216,1,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2026-01,4,8,60,1,0,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2026-01,2,4,155,1,1,3,2,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-01,2,4,61,0,0,0,0,0
port,REFPT,Reference Port,,,2026-02,60,120,1556,17,4,2,1,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-02,12,24,287,5,2,2,1,0
zone,CONTAINER,Container,Container,,2026-02,38,76,1034,11,2,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-02,10,20,235,1,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2026-02,10,20,264,3,1,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2026-02,6,12,221,2,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2026-02,2,4,55,0,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2026-02,10,20,304,3,1,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2026-02,10,20,190,3,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2026-02,6,12,235,1,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-02,6,12,152,2,1,2,1,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2026-02,2,4,135,1,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2026-02,4,8,0,0,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-02,4,8,0,2,1,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2026-02,6,12,217,2,1,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2026-02,4,8,47,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2026-02,4,8,164,1,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2026-02,2,4,57,1,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2026-02,2,4,55,0,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2026-02,2,4,0,0,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2026-02,2,4,153,0,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2026-02,6,12,151,3,1,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2026-02,6,12,51,2,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2026-02,4,8,139,1,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2026-02,2,4,0,1,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2026-02,4,8,235,0,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2026-02,2,4,50,1,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2026-02,4,8,102,1,1,2,1,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2026-02,2,4,135,1,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2026-02,4,8,0,0,0,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2026-02,2,4,0,1,1,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-02,2,4,0,1,0,0,0,0
port,REFPT,Reference Port,,,2026-03,66,132,1945,19,4,1,1,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-03,18,36,676,5,1,0,0,0
zone,CONTAINER,Container,Container,,2026-03,34,68,960,9,3,1,1,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-03,14,28,309,5,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2026-03,2,4,0,1,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2026-03,6,12,98,1,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2026-03,8,16,203,2,2,1,1,0
terminal,CT4,Container Terminal 4,Container,CT4,2026-03,10,20,358,2,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2026-03,8,16,301,3,1,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2026-03,8,16,309,2,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-03,8,16,283,2,0,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2026-03,2,4,141,1,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2026-03,6,12,0,3,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-03,8,16,252,2,1,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2026-03,2,4,0,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2026-03,2,4,0,0,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2026-03,4,8,98,1,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2026-03,6,12,150,2,1,1,1,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2026-03,2,4,53,0,1,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2026-03,6,12,210,2,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2026-03,4,8,148,0,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2026-03,4,8,234,1,1,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2026-03,4,8,67,2,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2026-03,4,8,160,1,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2026-03,4,8,149,1,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2026-03,4,8,78,1,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2026-03,2,4,100,0,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2026-03,2,4,105,1,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2026-03,2,4,141,1,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2026-03,6,12,0,3,0,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2026-03,6,12,202,1,1,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-03,2,4,50,1,0,0,0,0
port,REFPT,Reference Port,,,2026-04,64,128,1442,17,4,8,5,1
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-04,8,16,331,4,2,3,0,1
zone,CONTAINER,Container,Container,,2026-04,48,96,901,13,2,5,5,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-04,8,16,210,0,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2026-04,4,8,131,0,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2026-04,6,12,292,2,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2026-04,10,20,187,2,1,2,2,0
terminal,CT4,Container Terminal 4,Container,CT4,2026-04,18,36,236,5,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2026-04,10,20,55,4,1,3,3,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2026-04,6,12,210,0,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-04,6,12,331,3,2,3,0,1
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2026-04,2,4,0,0,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-04,2,4,0,1,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2026-04,2,4,0,0,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2026-04,2,4,131,0,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2026-04,2,4,0,1,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2026-04,4,8,292,1,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2026-04,6,12,47,0,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2026-04,4,8,140,2,1,2,2,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2026-04,10,20,132,1,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2026-04,2,4,0,1,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2026-04,2,4,104,1,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2026-04,4,8,0,2,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2026-04,6,12,0,2,1,3,3,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2026-04,4,8,55,2,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2026-04,6,12,210,0,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2026-04,2,4,147,1,1,3,0,1
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2026-04,2,4,118,1,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2026-04,2,4,66,1,1,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2026-04,2,4,0,0,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-04,2,4,0,1,0,0,0,0
port,REFPT,Reference Port,,,2026-05,70,140,985,20,0,0,0,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-05,22,44,211,7,0,0,0,0
zone,CONTAINER,Container,Container,,2026-05,40,80,774,11,0,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-05,8,16,0,2,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2026-05,10,20,127,3,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2026-05,6,12,217,2,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2026-05,2,4,63,1,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2026-05,18,36,367,3,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2026-05,4,8,0,2,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2026-05,2,4,0,1,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-05,18,36,211,6,0,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2026-05,2,4,0,0,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2026-05,6,12,0,1,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-05,2,4,0,1,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2026-05,8,16,67,2,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2026-05,2,4,60,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2026-05,2,4,0,1,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2026-05,4,8,217,1,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2026-05,2,4,63,1,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2026-05,4,8,156,1,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2026-05,6,12,84,1,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2026-05,6,12,127,1,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2026-05,2,4,0,0,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2026-05,2,4,0,1,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2026-05,2,4,0,1,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2026-05,2,4,0,1,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2026-05,6,12,0,1,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2026-05,8,16,166,3,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2026-05,4,8,45,2,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2026-05,2,4,0,0,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2026-05,6,12,0,1,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-05,2,4,0,1,0,0,0,0
port,REFPT,Reference Port,,,2026-06,66,132,1466,20,0,0,0,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-06,20,40,423,7,0,0,0,0
zone,CONTAINER,Container,Container,,2026-06,34,68,765,10,0,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-06,12,24,278,3,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2026-06,10,20,142,4,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2026-06,8,16,343,2,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2026-06,6,12,75,1,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2026-06,6,12,205,3,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2026-06,4,8,0,0,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2026-06,12,24,278,3,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-06,12,24,324,3,0,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2026-06,2,4,0,1,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-06,6,12,99,3,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2026-06,4,8,142,1,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2026-06,6,12,0,3,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2026-06,8,16,343,2,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2026-06,2,4,75,1,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2026-06,4,8,0,0,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2026-06,2,4,150,1,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2026-06,4,8,55,2,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2026-06,2,4,0,0,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2026-06,2,4,0,0,0,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2026-06,4,8,278,1,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2026-06,4,8,0,1,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2026-06,4,8,0,1,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2026-06,4,8,168,2,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2026-06,2,4,0,1,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2026-06,6,12,156,0,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2026-06,2,4,0,1,0,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2026-06,2,4,0,1,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-06,4,8,99,2,0,0,0,0
port,REFPT,Reference Port,,,2026-07,68,136,1224,16,0,0,0,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-07,30,60,525,6,0,0,0,0
zone,CONTAINER,Container,Container,,2026-07,24,48,611,7,0,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-07,14,28,88,3,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2026-07,2,4,0,0,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2026-07,6,12,124,2,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2026-07,4,8,97,2,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2026-07,8,16,390,1,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2026-07,4,8,0,2,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2026-07,6,12,88,2,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-07,14,28,394,4,0,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2026-07,10,20,0,2,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2026-07,8,16,0,1,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-07,6,12,131,0,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2026-07,2,4,0,0,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2026-07,2,4,0,0,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2026-07,4,8,124,2,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2026-07,4,8,97,2,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2026-07,4,8,285,0,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2026-07,2,4,0,1,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2026-07,2,4,105,0,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2026-07,4,8,0,2,0,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2026-07,2,4,0,1,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2026-07,2,4,88,1,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2026-07,2,4,0,0,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2026-07,2,4,116,0,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2026-07,6,12,110,1,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2026-07,6,12,168,3,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2026-07,10,20,0,2,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2026-07,8,16,0,1,0,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2026-07,6,12,131,0,0,0,0,0
port,REFPT,Reference Port,,,2026-08,50,100,818,12,0,0,0,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-08,12,24,221,4,0,0,0,0
zone,CONTAINER,Container,Container,,2026-08,28,56,398,5,0,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-08,10,20,199,3,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2026-08,6,12,48,1,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2026-08,2,4,0,0,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2026-08,8,16,0,1,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2026-08,10,20,350,3,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2026-08,2,4,0,0,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2026-08,6,12,199,2,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-08,2,4,0,1,0,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2026-08,4,8,221,1,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2026-08,4,8,0,1,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-08,6,12,0,2,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2026-08,4,8,48,0,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2026-08,2,4,0,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2026-08,2,4,0,0,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2026-08,6,12,0,1,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2026-08,2,4,0,0,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2026-08,2,4,0,0,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2026-08,2,4,88,1,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2026-08,4,8,160,1,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2026-08,2,4,102,1,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2026-08,2,4,0,0,0,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2026-08,2,4,63,1,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2026-08,4,8,136,1,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2026-08,2,4,0,1,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2026-08,4,8,221,1,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2026-08,4,8,0,1,0,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2026-08,4,8,0,1,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-08,2,4,0,1,0,0,0,0
