level,unit_id,unit_name,zone,terminal,ym,vessel_calls,cargo_mt,teu,avg_turnaround_hr,avg_waiting_hr,calls_waited_gt24h,berthed_lt6h_pct,avg_output_mt_per_berthday,occupancy_pct
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-06,3,204084,17007,42.0,19.0,0,0.0,70986,9.6
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-06,4,361776,30148,33.8,17.8,1,0.0,135666,8.9
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-06,1,25251,0,62.0,11.0,0,0.0,11883,7.1
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-06,1,44184,0,69.0,27.0,1,0.0,25248,5.8
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-06,2,74158,0,62.5,22.0,1,0.0,21973,11.2
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-06,4,104366,0,105.0,20.5,2,0.0,7411,46.9
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-06,3,69713,0,119.0,24.3,2,0.0,5891,39.4
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-06,2,488669,0,64.5,22.0,1,0.0,137977,11.8
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-06,1,141571,0,96.0,24.0,0,0.0,47190,10.0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-06,1,134639,0,110.0,24.0,0,0.0,37574,11.9
port,REFPT,Reference Port,,,2025-07,31,2627608,130242,49.3,15.3,7,29.0,59775,5.9
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-07,8,304768,0,68.8,11.8,1,37.5,16040,8.8
zone,CONTAINER,Container,Container,,2025-07,18,1562904,130242,39.3,18.3,5,16.7,99232,4.2
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-07,5,759936,0,54.0,9.8,1,60.0,82527,5.9
terminal,CT1,Container Terminal 1,Container,CT1,2025-07,6,526464,43872,38.0,15.8,1,16.7,95001,8.9
terminal,CT2,Container Terminal 2,Container,CT2,2025-07,4,315624,26302,35.5,15.8,1,25.0,95886,5.3
terminal,CT3,Container Terminal 3,Container,CT3,2025-07,3,304596,25383,45.0,24.7,1,0.0,119841,4.1
terminal,CT4,Container Terminal 4,Container,CT4,2025-07,3,229596,19133,36.7,17.7,1,33.3,96672,1.9
terminal,CT5,Container Terminal 5,Container,CT5,2025-07,2,186624,15552,46.5,22.5,1,0.0,93312,3.2
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-07,2,69892,0,52.5,4.5,0,100.0,17473,4.3
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-07,3,149601,0,108.3,7.7,0,33.3,11889,10.1
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-07,4,17644,0,32.5,13.2,1,50.0,5499,10.3
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-07,3,690044,0,55.0,13.3,1,33.3,132488,8.4
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-07,1,137523,0,95.0,18.0,0,0.0,42864,5.2
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-07,2,136668,11389,38.5,15.5,0,0.0,71305,6.2
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-07,4,389796,32483,37.8,16.0,1,25.0,107530,11.7
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-07,1,59436,4953,42.0,28.0,1,0.0,101890,1.9
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-07,3,256188,21349,33.3,11.7,0,33.3,94592,8.7
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-07,3,304596,25383,45.0,24.7,1,0.0,119841,8.2
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2025-07,2,142716,11893,30.0,12.0,0,50.0,95144,4.8
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-07,1,86880,7240,50.0,29.0,1,0.0,99291,2.8
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-07,1,63408,5284,47.0,28.0,1,0.0,80094,2.6
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2025-07,1,123216,10268,46.0,17.0,0,0.0,101972,3.9
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-07,1,29692,0,58.0,5.0,0,100.0,13445,7.1
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-07,1,40200,0,47.0,4.0,0,100.0,22437,5.8
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-07,1,51203,0,99.0,7.0,0,0.0,13357,12.4
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-07,2,98398,0,113.0,8.0,0,50.0,11245,28.2
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-07,4,17644,0,32.5,13.2,1,50.0,5499,10.3
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-07,3,690044,0,55.0,13.3,1,33.3,132488,16.8
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-07,1,137523,0,95.0,18.0,0,0.0,42864,10.3
port,REFPT,Reference Port,,,2025-08,26,2469561,134698,49.7,15.5,5,23.1,66745,5.0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-08,6,111024,0,81.8,15.2,1,16.7,6661,7.7
zone,CONTAINER,Container,Container,,2025-08,16,1616376,134698,34.8,14.2,2,31.2,117912,3.7
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-08,4,742161,0,61.0,21.2,2,0.0,112024,4.3
terminal,CT1,Container Terminal 1,Container,CT1,2025-08,3,288036,24003,27.7,11.7,0,33.3,144018,3.2
terminal,CT2,Container Terminal 2,Container,CT2,2025-08,3,271860,22655,40.7,13.0,1,66.7,78610,5.6
terminal,CT3,Container Terminal 3,Container,CT3,2025-08,3,212820,17735,41.3,19.7,1,0.0,78580,4.4
terminal,CT4,Container Terminal 4,Container,CT4,2025-08,5,562392,46866,30.0,13.0,0,40.0,158793,2.9
terminal,CT5,Container Terminal 5,Container,CT5,2025-08,2,281268,23439,38.5,14.5,0,0.0,140634,3.2
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-08,1,45280,0,79.0,28.0,1,0.0,21308,2.3
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-08,4,102786,0,103.8,13.8,1,25.0,6852,12.1
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-08,2,8238,0,38.0,18.0,0,0.0,4943,5.4
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-08,3,696881,0,55.0,19.0,1,0.0,154862,7.3
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-08,1,149016,12418,37.0,22.0,0,0.0,238426,2.0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-08,2,139020,11585,23.0,6.5,0,50.0,101105,4.4
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-08,1,69804,5817,56.0,30.0,1,0.0,64434,3.5
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-08,2,202056,16838,33.0,4.5,0,100.0,85076,7.7
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-08,2,163584,13632,40.5,16.5,0,0.0,81792,6.5
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-08,1,49236,4103,43.0,26.0,1,0.0,69510,2.3
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2025-08,2,197604,16467,32.5,13.0,0,50.0,121602,5.2
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-08,2,284616,23718,23.5,9.0,0,50.0,235544,3.9
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-08,1,80172,6681,38.0,21.0,0,0.0,113184,2.3
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-08,2,281268,23439,38.5,14.5,0,0.0,140634,6.5
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-08,1,45280,0,79.0,28.0,1,0.0,21308,6.9
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-08,1,22236,0,102.0,8.0,0,0.0,5677,12.6
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-08,1,12839,0,85.0,19.0,0,0.0,4669,8.9
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-08,2,67711,0,114.0,14.0,1,50.0,8125,26.9
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-08,2,8238,0,38.0,18.0,0,0.0,4943,5.4
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-08,3,696881,0,55.0,19.0,1,0.0,154862,14.5
port,REFPT,Reference Port,,,2025-09,27,1950353,62663,68.4,18.3,10,14.8,34545,7.8
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-09,8,351205,0,107.8,17.6,4,25.0,11691,14.3
zone,CONTAINER,Container,Container,,2025-09,11,751956,62663,39.9,17.4,2,9.1,72770,2.9
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-09,8,847192,0,68.4,20.1,4,12.5,52675,10.7
terminal,CT1,Container Terminal 1,Container,CT1,2025-09,2,140232,11686,40.5,19.0,1,0.0,78269,3.0
terminal,CT2,Container Terminal 2,Container,CT2,2025-09,4,198468,16539,41.5,17.2,0,0.0,49105,6.7
terminal,CT3,Container Terminal 3,Container,CT3,2025-09,1,42192,3516,21.0,4.0,0,100.0,59565,1.2
terminal,CT4,Container Terminal 4,Container,CT4,2025-09,3,250632,20886,42.7,21.7,1,0.0,95479,2.2
terminal,CT5,Container Terminal 5,Container,CT5,2025-09,1,120432,10036,43.0,15.0,0,0.0,103227,1.9
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-09,5,173282,0,73.6,26.2,4,0.0,17548,11.0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-09,6,215327,0,104.7,18.7,3,16.7,10015,17.9
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-09,3,673910,0,59.7,10.0,0,33.3,108549,10.3
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-09,2,135878,0,117.0,14.5,1,50.0,15908,14.2
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-09,1,63528,5294,45.0,26.0,1,0.0,80246,2.6
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-09,1,76704,6392,36.0,12.0,0,0.0,76704,3.3
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-09,2,77856,6488,42.5,16.5,0,0.0,35934,7.2
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-09,2,120612,10051,40.5,18.0,0,0.0,64326,6.2
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-09,1,42192,3516,21.0,4.0,0,100.0,59565,2.4
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2025-09,2,197868,16489,37.5,19.5,0,0.0,131912,5.0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-09,1,52764,4397,53.0,26.0,1,0.0,46901,3.8
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-09,1,120432,10036,43.0,15.0,0,0.0,103227,3.9
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-09,2,60375,0,76.5,27.5,2,0.0,14786,13.6
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-09,2,75121,0,77.0,25.0,1,0.0,17336,14.4
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-09,1,37786,0,61.0,26.0,1,0.0,25910,4.9
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-09,2,80820,0,109.5,18.0,1,0.0,10599,25.4
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-09,1,34319,0,77.0,3.0,0,100.0,11130,10.3
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-09,3,100188,0,110.7,24.3,2,0.0,9284,36.0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-09,3,673910,0,59.7,10.0,0,33.3,108549,20.7
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-09,1,67968,0,121.0,26.0,1,0.0,17171,13.2
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-09,1,67910,0,113.0,3.0,0,100.0,14817,15.3
port,REFPT,Reference Port,,,2025-10,34,2845295,137607,63.6,16.5,6,20.6,42653,9.0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-10,12,855289,0,102.3,17.5,3,25.0,20164,19.5
zone,CONTAINER,Container,Container,,2025-10,17,1651284,137607,37.4,16.2,2,17.6,110086,4.0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-10,5,338722,0,59.8,15.2,1,20.0,36454,6.0
terminal,CT2,Container Terminal 2,Container,CT2,2025-10,4,267204,22267,41.0,19.0,0,0.0,72874,5.9
terminal,CT3,Container Terminal 3,Container,CT3,2025-10,1,86172,7181,46.0,23.0,0,0.0,89919,1.5
terminal,CT4,Container Terminal 4,Container,CT4,2025-10,10,1079316,89943,33.2,12.7,1,30.0,126359,6.9
terminal,CT5,Container Terminal 5,Container,CT5,2025-10,2,218592,18216,46.5,24.5,1,0.0,119232,3.0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-10,4,128681,0,61.5,16.0,1,25.0,16969,8.2
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-10,7,174047,0,98.3,16.0,2,28.6,7252,19.4
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-10,1,210041,0,53.0,12.0,0,0.0,122951,2.8
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-10,5,681242,0,108.0,19.6,1,20.0,36991,29.7
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-10,3,189420,15785,42.0,18.7,0,0.0,64944,9.4
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-10,1,77784,6482,38.0,20.0,0,0.0,103712,2.4
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-10,1,86172,7181,46.0,23.0,0,0.0,89919,3.1
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2025-10,2,255804,21317,29.0,6.0,0,100.0,133463,6.2
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-10,3,266292,22191,39.3,20.0,1,0.0,110190,7.8
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-10,3,395748,32979,28.7,9.7,0,33.3,166631,7.7
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-10,2,161472,13456,35.0,13.0,0,0.0,88076,5.9
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-10,1,91872,7656,42.0,19.0,0,0.0,95866,3.1
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2025-10,1,126720,10560,51.0,30.0,1,0.0,144823,2.8
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-10,1,38864,0,51.0,6.0,0,100.0,20727,6.0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-10,3,89817,0,65.0,19.3,1,0.0,15734,18.4
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-10,3,58569,0,101.3,14.3,1,33.3,5386,35.1
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-10,1,34267,0,117.0,13.0,0,0.0,7908,14.0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-10,3,81211,0,89.0,18.7,1,33.3,9237,28.4
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-10,1,210041,0,53.0,12.0,0,0.0,122951,5.5
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-10,3,411287,0,118.7,21.0,0,0.0,33689,39.4
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-10,2,269955,0,92.0,17.5,1,50.0,43483,20.0
port,REFPT,Reference Port,,,2025-11,28,2223447,128941,51.4,17.1,6,17.9,55644,5.5
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-11,8,201481,0,78.0,17.6,2,25.0,10011,9.6
zone,CONTAINER,Container,Container,,2025-11,18,1547292,128941,37.7,16.1,3,16.7,95463,4.5
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-11,2,474674,0,67.5,24.0,1,0.0,130945,2.4
terminal,CT1,Container Terminal 1,Container,CT1,2025-11,3,250308,20859,35.7,16.7,0,0.0,105393,4.0
terminal,CT2,Container Terminal 2,Container,CT2,2025-11,1,80988,6749,33.0,7.0,0,0.0,74758,1.8
terminal,CT3,Container Terminal 3,Container,CT3,2025-11,4,312720,26060,37.5,16.5,1,25.0,89349,5.8
terminal,CT4,Container Terminal 4,Container,CT4,2025-11,7,698340,58195,34.7,13.0,0,28.6,110264,5.3
terminal,CT5,Container Terminal 5,Container,CT5,2025-11,3,204936,17078,48.7,25.3,2,0.0,70264,4.9
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-11,5,132348,0,91.6,18.4,2,20.0,8679,12.7
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-11,2,6918,0,38.5,22.5,0,0.0,5188,4.4
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-11,2,474674,0,67.5,24.0,1,0.0,130945,6.0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-11,1,62215,0,89.0,4.0,0,100.0,17567,5.9
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-11,3,250308,20859,35.7,16.7,0,0.0,105393,7.9
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-11,1,80988,6749,33.0,7.0,0,0.0,74758,3.6
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-11,3,248388,20699,42.7,21.0,1,0.0,91712,9.0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-11,1,64332,5361,22.0,3.0,0,100.0,81261,2.6
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-11,2,327780,27315,32.5,7.5,0,50.0,157334,6.9
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-11,3,244512,20376,32.0,12.0,0,33.3,97805,8.3
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-11,2,126048,10504,41.0,20.0,0,0.0,72027,5.8
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-11,3,204936,17078,48.7,25.3,2,0.0,70264,9.7
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-11,3,84138,0,84.7,15.0,1,33.3,9662,29.0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-11,2,48210,0,102.0,23.5,1,0.0,7370,21.8
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-11,2,6918,0,38.5,22.5,0,0.0,5188,4.4
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-11,2,474674,0,67.5,24.0,1,0.0,130945,12.1
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-11,1,62215,0,89.0,4.0,0,100.0,17567,11.8
port,REFPT,Reference Port,,,2025-12,29,2454647,89023,56.4,14.0,2,24.1,47935,6.9
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-12,8,432577,0,89.2,18.0,2,25.0,18214,10.9
zone,CONTAINER,Container,Container,,2025-12,12,1068276,89023,34.8,13.0,0,16.7,98232,2.9
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-12,9,953794,0,56.1,11.9,0,33.3,57515,10.7
terminal,CT1,Container Terminal 1,Container,CT1,2025-12,1,157776,13148,47.0,24.0,0,0.0,164636,1.5
terminal,CT2,Container Terminal 2,Container,CT2,2025-12,3,263832,21986,31.3,8.3,0,33.3,91768,4.6
terminal,CT3,Container Terminal 3,Container,CT3,2025-12,2,128280,10690,37.5,10.5,0,0.0,57013,3.6
terminal,CT4,Container Terminal 4,Container,CT4,2025-12,2,167196,13933,27.5,10.5,0,50.0,118021,1.1
terminal,CT5,Container Terminal 5,Container,CT5,2025-12,4,351192,29266,36.5,16.2,0,0.0,104057,5.4
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-12,6,242734,0,57.5,14.0,0,16.7,22320,11.7
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-12,4,141627,0,102.5,15.0,0,25.0,9712,11.8
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-12,2,6818,0,49.5,26.0,1,0.0,3482,6.3
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-12,3,711060,0,53.3,7.7,0,66.7,124565,9.2
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-12,2,284132,0,102.5,16.0,1,50.0,39417,11.6
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-12,1,157776,13148,47.0,24.0,0,0.0,164636,3.1
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-12,3,263832,21986,31.3,8.3,0,33.3,91768,9.3
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-12,1,76008,6334,37.0,7.0,0,0.0,60806,4.0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-12,1,52272,4356,38.0,14.0,0,0.0,52272,3.2
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-12,1,67632,5636,18.0,4.0,0,100.0,115941,1.9
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-12,1,99564,8297,37.0,17.0,0,0.0,119477,2.7
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-12,1,59424,4952,36.0,13.0,0,0.0,62008,3.1
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2025-12,3,291768,24314,36.7,17.3,0,0.0,120732,7.8
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-12,3,125711,0,57.7,8.3,0,33.3,20386,19.9
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-12,2,86824,0,52.0,18.0,0,0.0,30644,9.1
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-12,1,30199,0,68.0,23.0,0,0.0,16106,6.0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-12,1,36859,0,77.0,3.0,0,100.0,11954,9.9
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-12,1,19282,0,109.0,22.0,0,0.0,5319,11.7
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-12,2,85486,0,112.0,17.5,0,0.0,10855,25.4
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-12,2,6818,0,49.5,26.0,1,0.0,3482,6.3
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-12,3,711060,0,53.3,7.7,0,66.7,124565,18.4
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-12,2,284132,0,102.5,16.0,1,50.0,39417,23.3
port,REFPT,Reference Port,,,2026-01,34,2864363,143311,54.0,16.9,6,11.8,54559,7.1
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-01,9,494786,0,85.3,19.2,2,11.1,19958,11.4
zone,CONTAINER,Container,Container,,2026-01,19,1719732,143311,38.9,16.5,4,15.8,96659,4.8
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-01,6,649845,0,54.7,15.0,0,0.0,65531,6.4
terminal,CT1,Container Terminal 1,Container,CT1,2026-01,3,248940,20745,40.0,18.3,1,0.0,91916,4.4
terminal,CT2,Container Terminal 2,Container,CT2,2026-01,2,276252,23021,32.0,11.5,0,0.0,161708,2.8
terminal,CT3,Container Terminal 3,Container,CT3,2026-01,5,343452,28621,42.2,22.0,2,0.0,81612,6.8
terminal,CT4,Container Terminal 4,Container,CT4,2026-01,5,519576,43298,35.6,12.6,0,40.0,108433,3.9
terminal,CT5,Container Terminal 5,Container,CT5,2026-01,4,331512,27626,41.8,15.5,1,25.0,75774,7.1
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2026-01,4,147050,0,55.2,11.0,0,0.0,19939,7.9
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-01,5,167516,0,89.6,17.2,1,20.0,11106,12.2
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2026-01,2,10475,0,43.5,24.0,1,0.0,6446,5.2
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2026-01,2,502795,0,53.5,23.0,0,0.0,197821,4.1
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-01,2,316795,0,116.5,19.5,0,0.0,39191,13.0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2026-01,3,248940,20745,40.0,18.3,1,0.0,91916,8.7
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2026-01,1,117120,9760,23.0,9.0,0,0.0,200777,1.9
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2026-01,1,159132,13261,41.0,14.0,0,0.0,141451,3.6
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2026-01,2,136008,11334,40.0,20.0,1,0.0,81605,5.4
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2026-01,3,207444,17287,43.7,23.3,1,0.0,81617,8.2
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2026-01,1,100116,8343,30.0,10.0,0,0.0,120139,2.7
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2026-01,2,171300,14275,29.5,5.0,0,100.0,83902,6.6
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2026-01,1,84852,7071,43.0,20.0,0,0.0,88541,3.1
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2026-01,1,163308,13609,46.0,23.0,0,0.0,170408,3.1
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2026-01,1,77292,6441,40.0,19.0,0,0.0,88334,2.8
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2026-01,3,254220,21185,42.3,14.3,1,33.3,72634,11.3
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2026-01,3,112631,0,53.0,10.7,0,0.0,21285,17.1
