level,unit_id,unit_name,zone,terminal,ym,invoices_issued,billed_cr,collected_cr,outstanding_cr,collection_pct
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-11,1,0.38,0.52,0.39,98.0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-11,0,0.0,0.58,0.0,100.1
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-11,1,0.51,0.7,0.5,98.4
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-11,3,8.21,5.22,5.55,96.4
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-11,2,2.94,8.2,0.02,100.0
port,INMUN,Mundra Port,,,2025-12,23,23.11,19.13,16.7,97.4
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-12,12,8.7,4.35,5.83,97.4
zone,CONTAINER,Container,Container,,2025-12,8,6.48,5.33,5.87,97.2
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-12,3,7.93,9.45,5.01,97.5
terminal,AMC2,AMCT-2,Container,AMC2,2025-12,1,1.12,1.32,1.12,96.5
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2025-12,2,1.44,1.33,0.83,97.6
terminal,CT3,CT-3 (AICT),Container,CT3,2025-12,2,1.16,0.92,1.15,98.3
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2025-12,2,2.02,0.0,2.02,95.3
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2025-12,0,0.0,0.97,0.0,100.2
terminal,MICT,MICT (DP World JV),Container,MICT,2025-12,1,0.74,1.76,0.74,97.6
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-12,7,3.13,1.33,2.82,95.8
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-12,3,1.68,1.05,1.13,96.6
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2025-12,3,7.93,8.47,5.01,96.9
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-12,2,3.89,1.97,1.94,98.5
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2025-12,1,1.12,1.32,1.12,94.3
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2025-12,2,1.44,1.33,0.83,95.2
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2025-12,0,0.0,0.92,0.0,100.0
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2025-12,1,0.61,0.0,0.62,96.7
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2025-12,1,0.55,0.0,0.56,96.4
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2025-12,2,2.02,0.0,2.01,92.5
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-12,0,0.0,0.49,0.0,100.2
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-12,0,0.0,0.48,0.0,100.1
berth,MICT-1,MICT-1 — MICT Berth 1,Container,MICT,2025-12,1,0.74,1.76,0.74,95.3
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-12,0,0.0,0.64,0.02,99.9
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-12,1,0.35,0.38,0.36,98.1
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-12,6,2.78,0.32,2.44,91.9
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-12,3,1.68,1.05,1.13,96.6
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-12,3,7.93,8.47,5.01,96.9
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-12,2,3.89,1.97,1.94,97.4
port,INMUN,Mundra Port,,,2026-01,21,20.8,28.18,9.32,98.6
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-01,7,5.63,9.14,2.32,99.0
zone,CONTAINER,Container,Container,,2026-01,9,8.37,11.08,3.16,98.5
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-01,5,6.79,7.95,3.85,98.1
terminal,AMC2,AMCT-2,Container,AMC2,2026-01,1,0.99,2.11,0.0,100.0
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2026-01,2,1.31,1.52,0.62,98.3
terminal,CT3,CT-3 (AICT),Container,CT3,2026-01,4,3.05,3.23,0.97,98.6
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2026-01,2,3.02,3.48,1.56,96.6
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2026-01,3,1.7,0.57,1.07,97.4
terminal,MICT,MICT (DP World JV),Container,MICT,2026-01,0,0.0,0.74,0.0,100.0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-01,5,2.62,3.08,2.36,96.6
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2026-01,1,0.59,1.72,0.0,100.0
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2026-01,2,5.09,7.38,2.72,98.4
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-01,1,2.42,4.34,0.02,100.0
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2026-01,0,0.0,1.12,0.0,100.0
berth,AMC2-2,AMC2-2 — AMCT-2 Berth 2,Container,AMC2,2026-01,1,0.99,0.99,0.0,100.0
berth,AMCT-1,AMCT-1 — AMCT Berth 1,Container,AMCT,2026-01,2,1.31,0.7,0.61,96.7
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2026-01,0,0.0,0.82,0.01,99.9
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2026-01,3,2.57,2.06,0.51,97.4
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2026-01,0,0.0,0.61,0.01,99.9
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2026-01,1,0.48,0.55,0.49,96.9
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2026-01,0,0.0,2.02,0.0,100.0
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2026-01,2,3.02,1.46,1.56,91.8
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2026-01,3,1.7,0.57,1.11,92.4
berth,MICT-1,MICT-1 — MICT Berth 1,Container,MICT,2026-01,0,0.0,0.74,0.0,100.0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2026-01,2,1.31,0.35,1.32,93.6
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2026-01,3,1.31,2.72,1.03,96.7
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2026-01,1,0.59,1.72,0.0,100.0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2026-01,2,5.09,7.38,2.72,98.4
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2026-01,1,2.42,2.42,0.01,100.0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-01,0,0.0,1.92,0.02,100.0
port,INMUN,Mundra Port,,,2026-02,20,24.08,20.2,13.2,98.1
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-02,5,6.01,2.96,5.37,97.8
zone,CONTAINER,Container,Container,,2026-02,9,8.32,6.2,5.28,97.6
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-02,6,9.75,11.04,2.56,98.8
terminal,AMC2,AMCT-2,Container,AMC2,2026-02,2,1.72,1.1,0.62,98.2
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2026-02,2,1.87,1.22,1.27,96.6
terminal,CT3,CT-3 (AICT),Container,CT3,2026-02,2,1.46,1.62,0.81,98.9
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2026-02,3,3.27,2.26,2.57,94.8
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2026-02,3,1.6,2.72,0.0,100.1
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-02,2,0.97,2.36,0.97,98.6
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2026-02,1,0.6,0.6,0.0,100.0
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2026-02,3,8.15,8.31,2.56,98.5
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-02,2,4.44,0.0,4.46,96.7
berth,AMC2-2,AMC2-2 — AMCT-2 Berth 2,Container,AMC2,2026-02,2,1.72,1.1,0.62,95.8
berth,AMCT-1,AMCT-1 — AMCT Berth 1,Container,AMCT,2026-02,1,1.27,0.61,1.27,93.6
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2026-02,1,0.61,0.61,0.01,99.9
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2026-02,0,0.0,0.5,0.01,99.9
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2026-02,1,0.83,0.0,0.84,95.8
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2026-02,1,0.63,0.63,0.0,100.1
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2026-02,0,0.0,0.48,0.01,99.9
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2026-02,2,1.44,0.71,0.72,97.4
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2026-02,1,1.84,1.55,1.85,91.1
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2026-02,0,0.0,1.13,0.0,100.1
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2026-02,2,1.08,1.08,0.01,99.9
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2026-02,1,0.51,0.51,0.0,100.1
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2026-02,1,0.63,0.0,0.65,96.3
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2026-02,1,0.34,1.31,0.35,98.3
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2026-02,0,0.0,1.04,0.0,100.0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2026-02,1,0.6,0.6,0.0,100.0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2026-02,3,8.15,8.31,2.56,98.5
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2026-02,1,2.11,0.0,2.12,96.3
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-02,1,2.33,0.0,2.35,96.9
port,INMUN,Mundra Port,,,2026-03,25,26.39,25.28,14.31,98.0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-03,8,8.33,10.22,3.48,98.6
zone,CONTAINER,Container,Container,,2026-03,14,11.86,10.07,7.07,97.0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-03,3,6.19,5.0,3.75,98.3
terminal,AMC2,AMCT-2,Container,AMC2,2026-03,2,1.32,1.04,0.9,97.5
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2026-03,1,1.17,2.43,0.01,100.0
terminal,CT3,CT-3 (AICT),Container,CT3,2026-03,4,3.04,2.62,1.23,98.4
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2026-03,3,3.21,3.97,1.81,96.5
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2026-03,1,0.87,0.0,0.82,98.1
terminal,MICT,MICT (DP World JV),Container,MICT,2026-03,4,3.12,0.0,3.12,90.8
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-03,2,1.19,2.16,0.0,100.0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2026-03,4,2.45,1.31,1.14,96.9
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2026-03,2,5.32,5.0,2.88,98.4
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-03,2,4.69,6.75,2.4,98.3
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2026-03,1,0.9,0.0,0.9,95.6
berth,AMC2-2,AMC2-2 — AMCT-2 Berth 2,Container,AMC2,2026-03,1,0.43,1.04,0.01,99.9
berth,AMCT-1,AMCT-1 — AMCT Berth 1,Container,AMCT,2026-03,0,0.0,1.27,0.0,100.0
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2026-03,1,1.17,1.17,0.01,99.9
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2026-03,2,1.8,1.8,0.01,100.0
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2026-03,2,1.24,0.83,1.25,94.1
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2026-03,0,0.0,0.73,0.0,100.0
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2026-03,3,3.21,3.24,1.82,92.4
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2026-03,1,0.87,0.0,0.88,92.0
berth,MICT-2,MICT-2 — MICT Berth 2,Container,MICT,2026-03,4,3.12,0.0,3.12,82.8
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2026-03,0,0.0,0.63,0.02,99.9
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2026-03,2,1.19,1.53,0.01,100.0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2026-03,4,2.45,1.31,1.14,96.9
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2026-03,2,5.32,5.0,2.88,98.4
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2026-03,2,4.69,4.42,2.39,96.2
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-03,0,0.0,2.33,0.02,100.0
port,INMUN,Mundra Port,,,2026-04,18,20.86,23.36,11.81,98.4
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-04,7,6.98,5.27,5.19,98.0
zone,CONTAINER,Container,Container,,2026-04,7,6.98,8.31,5.74,97.6
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-04,4,6.9,9.78,0.87,99.6
terminal,AMC2,AMCT-2,Container,AMC2,2026-04,1,0.96,0.9,0.96,97.4
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2026-04,2,1.56,0.48,1.09,97.3
terminal,CT3,CT-3 (AICT),Container,CT3,2026-04,1,0.98,1.24,0.97,98.7
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2026-04,2,1.72,2.56,0.97,98.2
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2026-04,2,0.87,0.87,0.82,98.2
terminal,MICT,MICT (DP World JV),Container,MICT,2026-04,1,1.77,3.12,1.77,95.0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-04,3,1.74,0.94,0.8,98.9
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2026-04,1,0.81,1.95,0.0,100.0
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2026-04,2,6.03,8.92,0.0,100.0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-04,3,4.43,2.38,4.45,96.9
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2026-04,0,0.0,0.9,0.0,100.0
berth,AMC2-2,AMC2-2 — AMCT-2 Berth 2,Container,AMC2,2026-04,1,0.96,0.0,0.97,94.0
berth,AMCT-1,AMCT-1 — AMCT Berth 1,Container,AMCT,2026-04,2,1.56,0.48,1.08,94.9
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2026-04,0,0.0,1.24,0.01,100.0
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2026-04,1,0.98,0.0,0.99,94.2
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2026-04,1,0.96,0.0,0.95,96.7
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2026-04,1,0.76,2.56,0.02,99.9
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2026-04,1,0.43,0.0,0.41,97.3
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2026-04,0,0.0,0.87,0.01,99.9
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2026-04,1,0.44,0.0,0.42,97.8
berth,MICT-2,MICT-2 — MICT Berth 2,Container,MICT,2026-04,1,1.77,3.12,1.77,91.1
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2026-04,1,0.66,0.66,0.02,99.9
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2026-04,1,0.28,0.28,0.01,100.0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2026-04,1,0.8,0.0,0.79,97.6
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2026-04,1,0.81,1.95,0.0,100.0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2026-04,2,6.03,8.92,0.0,100.0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2026-04,2,2.06,2.38,2.07,96.8
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-04,1,2.37,0.0,2.39,96.9
port,INMUN,Mundra Port,,,2026-05,21,30.51,18.94,23.38,96.9
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-05,11,16.54,10.03,11.7,95.7
zone,CONTAINER,Container,Container,,2026-05,6,5.68,7.52,3.9,98.4
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-05,4,8.29,1.39,7.77,96.7
terminal,AMC2,AMCT-2,Container,AMC2,2026-05,0,0.0,0.96,0.0,100.0
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2026-05,4,3.81,2.04,2.86,93.5
terminal,CT3,CT-3 (AICT),Container,CT3,2026-05,1,0.82,1.8,0.0,100.0
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2026-05,1,1.05,0.96,1.06,98.1
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2026-05,1,0.52,1.39,0.0,100.1
terminal,MICT,MICT (DP World JV),Container,MICT,2026-05,0,0.0,1.77,0.0,100.0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-05,3,1.68,1.15,1.33,98.2
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2026-05,3,7.77,0.0,7.76,96.0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-05,8,14.86,8.88,10.43,93.4
berth,AMC2-2,AMC2-2 — AMCT-2 Berth 2,Container,AMC2,2026-05,0,0.0,0.96,0.01,99.9
berth,AMCT-1,AMCT-1 — AMCT Berth 1,Container,AMCT,2026-05,2,1.46,1.07,1.47,93.5
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2026-05,2,2.35,0.96,1.4,93.4
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2026-05,1,0.82,1.8,0.01,99.9
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2026-05,1,1.05,0.96,1.04,96.6
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2026-05,0,0.0,0.43,0.0,100.1
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2026-05,1,0.52,0.96,0.0,100.1
berth,MICT-2,MICT-2 — MICT Berth 2,Container,MICT,2026-05,0,0.0,1.77,0.0,100.0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2026-05,1,0.74,0.0,0.76,96.0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2026-05,2,0.93,0.35,0.59,97.5
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2026-05,0,0.0,0.8,0.0,100.0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2026-05,3,7.77,0.0,7.76,96.0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2026-05,3,4.16,4.1,2.13,96.9
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-05,5,10.7,4.77,8.32,90.7
port,INMUN,Mundra Port,,,2026-06,19,22.13,33.29,12.22,98.4
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-06,9,9.68,14.63,6.75,97.6
zone,CONTAINER,Container,Container,,2026-06,8,8.89,7.32,5.47,97.9
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-06,2,3.56,11.34,0.0,100.0
terminal,AMC2,AMCT-2,Container,AMC2,2026-06,1,1.14,0.0,1.14,97.0
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2026-06,2,1.8,3.63,1.03,97.8
terminal,CT3,CT-3 (AICT),Container,CT3,2026-06,4,4.13,0.83,3.29,96.0
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2026-06,0,0.0,1.05,0.01,100.0
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2026-06,1,0.61,0.61,0.0,100.1
terminal,MICT,MICT (DP World JV),Container,MICT,2026-06,1,1.81,1.81,0.0,100.0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-06,3,1.29,1.74,0.88,98.8
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2026-06,2,1.31,0.51,0.8,98.0
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2026-06,1,2.95,10.73,0.0,100.0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-06,4,7.08,12.38,5.13,96.9
berth,AMC2-2,AMC2-2 — AMCT-2 Berth 2,Container,AMC2,2026-06,1,1.14,0.0,1.15,93.4
berth,AMCT-1,AMCT-1 — AMCT Berth 1,Container,AMCT,2026-06,0,0.0,1.46,0.01,100.0
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2026-06,2,1.8,2.17,1.03,95.5
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2026-06,1,1.31,0.0,1.32,94.2
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2026-06,1,1.25,0.0,1.26,94.4
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2026-06,1,0.83,0.83,0.0,100.1
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2026-06,1,0.74,0.0,0.75,95.9
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2026-06,0,0.0,1.05,0.0,100.0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2026-06,1,0.61,0.61,0.01,99.9
berth,MICT-1,MICT-1 — MICT Berth 1,Container,MICT,2026-06,1,1.81,1.81,0.0,100.0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2026-06,2,1.07,1.16,0.67,96.7
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2026-06,0,0.0,0.58,0.01,100.0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2026-06,1,0.22,0.0,0.21,99.4
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2026-06,2,1.31,0.51,0.8,98.0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2026-06,1,2.95,10.73,0.0,100.0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2026-06,1,1.94,2.11,1.96,97.2
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-06,3,5.13,10.26,3.19,96.6
port,INMUN,Mundra Port,,,2026-07,23,21.14,22.8,10.56,98.7
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-07,9,6.07,10.89,1.93,99.3
zone,CONTAINER,Container,Container,,2026-07,12,12.14,9.51,8.1,97.0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-07,2,2.93,2.4,0.52,99.8
terminal,AMC2,AMCT-2,Container,AMC2,2026-07,3,2.72,1.14,2.72,93.3
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2026-07,0,0.0,1.01,0.02,100.0
terminal,CT3,CT-3 (AICT),Container,CT3,2026-07,3,3.3,5.2,1.39,98.4
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2026-07,4,4.13,0.96,3.18,94.6
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2026-07,1,0.54,0.0,0.49,98.9
terminal,MICT,MICT (DP World JV),Container,MICT,2026-07,2,1.99,1.2,0.79,98.0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-07,6,3.4,2.3,1.98,97.5
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2026-07,1,0.63,1.44,0.0,100.0
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2026-07,1,2.4,2.4,0.0,100.0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-07,2,2.04,7.16,0.01,100.0
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2026-07,1,0.76,0.0,0.76,96.5
berth,AMC2-2,AMC2-2 — AMCT-2 Berth 2,Container,AMC2,2026-07,2,1.97,1.14,1.98,89.7
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2026-07,0,0.0,1.01,0.02,99.9
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2026-07,1,1.9,3.21,0.01,100.0
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2026-07,1,0.69,1.25,0.7,97.0
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2026-07,1,0.72,0.0,0.71,96.2
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2026-07,0,0.0,0.74,0.01,99.9
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2026-07,1,1.51,0.0,1.5,95.3
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2026-07,3,2.62,0.96,1.68,93.9
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2026-07,1,0.54,0.0,0.52,96.7
berth,MICT-2,MICT-2 — MICT Berth 2,Container,MICT,2026-07,2,1.99,1.2,0.79,96.4
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2026-07,3,2.1,1.48,1.29,94.2
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2026-07,3,1.3,0.6,0.71,97.1
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2026-07,0,0.0,0.22,0.0,100.0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2026-07,1,0.63,1.44,0.0,100.0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2026-07,1,2.4,2.4,0.0,100.0
